160,463,70,168
160,463,70,168
160,463,70,168
161,463,70,168
162,463,70,168
164,463,70,168
166,463,70,168
169,462,70,168
169,462,70,168
172,461,70,168
175,461,70,168
178,461,70,168
181,461,70,168
184,461,70,168
184,461,70,168
188,461,70,168
192,460,70,168
196,459,70,168
200,458,70,168
204,457,70,168
204,457,70,168
209,456,70,168
214,456,70,168
220,455,70,168
226,455,70,168
233,455,70,168
233,455,70,168
239,455,70,168
245,455,70,168
250,455,70,168
255,455,70,168
260,455,70,168
260,455,70,168
265,455,70,168
269,455,70,168
273,455,70,168
278,455,70,168
283,455,70,168
283,455,70,168
288,455,70,168
293,455,70,168
298,455,70,168
302,455,70,168
306,455,70,168
306,455,70,168
310,455,70,168
313,455,70,168
316,455,70,168
318,455,70,168
320,455,70,168
356,454,65,162
358,454,65,162
359,454,65,162
360,454,65,162
360,453,65,162
359,451,65,162
359,451,65,162
358,448,65,162
358,447,65,162
358,446,65,162
358,445,65,162
359,445,65,162
359,445,65,162
360,445,65,162
361,445,65,162
362,445,65,162
362,445,65,162
362,445,65,162
362,445,65,162
362,445,65,162
363,445,65,162
364,445,65,162
365,445,65,162
366,445,65,162
366,445,65,162
368,445,65,162
370,445,65,162
372,445,65,162
374,445,65,162
376,445,65,162
376,445,65,162
377,445,65,162
377,445,65,162
377,445,65,162
377,445,65,162
377,445,65,162
377,445,65,162
377,445,65,162
377,445,65,162
376,445,65,162
376,445,65,162
375,445,65,162
375,445,65,162
374,445,65,162
373,445,65,162
372,445,65,162
371,445,65,162
370,445,65,162
370,445,65,162
369,445,65,162
