173,294,121,190
172,294,121,190
171,296,121,190
170,297,121,190
169,296,121,190
170,296,121,190
170,296,121,190
169,296,121,190
169,296,121,190
169,295,121,190
169,294,121,190
171,295,121,190
170,295,121,190
170,294,121,190
171,295,121,190
172,294,121,190
172,292,121,190
173,292,121,190
174,290,121,190
177,288,121,190
181,287,121,190
182,287,121,190
181,288,121,190
181,289,121,190
181,289,121,190
182,289,121,190
180,289,121,190
181,290,121,190
180,290,121,190
180,291,121,190
180,291,121,190
180,291,121,190
179,292,121,190
179,293,121,190
181,292,121,190
178,292,121,190
182,292,121,190
184,293,121,190
187,292,121,190
191,292,121,190
195,294,121,190
195,297,121,190
194,301,121,190
196,307,121,190
199,312,121,190
203,316,121,190
204,319,121,190
207,322,121,190
210,324,121,190
213,326,121,190
345,283,76,178
350,283,76,178
361,282,76,178
373,280,76,178
383,280,76,178
393,280,76,178
403,279,76,178
413,278,76,178
422,278,76,178
429,279,76,178
437,279,76,178
446,279,76,178
455,277,76,178
462,276,76,178
469,275,76,178
475,275,76,178
481,275,76,178
489,273,76,178
495,272,76,178
500,271,76,178
506,270,76,178
510,270,76,178
514,270,76,178
517,270,76,178
520,269,76,178
524,267,76,178
527,266,76,178
529,265,76,178
529,265,76,178
529,265,76,178
529,265,76,178
528,265,76,178
528,265,76,178
527,266,76,178
526,266,76,178
525,266,76,178
524,265,76,178
521,265,76,178
520,265,76,178
519,264,76,178
519,264,76,178
517,263,76,178
516,263,76,178
516,262,76,178
516,262,76,178
516,262,76,178
514,261,76,178
511,259,76,178
508,256,76,178
506,255,76,178
