747,243,81,204
739,240,81,204
731,238,81,204
724,238,81,204
724,238,81,204
718,239,81,204
712,241,81,204
707,243,81,204
702,243,81,204
697,243,81,204
697,243,81,204
693,241,81,204
691,238,81,204
691,236,81,204
694,234,81,204
698,233,81,204
698,233,81,204
701,234,81,204
704,236,81,204
708,238,81,204
714,240,81,204
720,241,81,204
720,241,81,204
726,241,81,204
731,241,81,204
735,241,81,204
738,242,81,204
739,242,81,204
739,242,81,204
739,241,81,204
738,239,81,204
736,235,81,204
733,229,81,204
727,224,81,204
727,224,81,204
721,220,81,204
715,218,81,204
709,219,81,204
704,221,81,204
699,222,81,204
699,222,81,204
692,223,81,204
684,224,81,204
675,224,81,204
665,224,81,204
655,224,81,204
655,224,81,204
646,224,81,204
637,224,81,204
628,224,81,204
735,237,75,198
729,238,75,198
729,238,75,198
722,239,75,198
716,240,75,198
710,239,75,198
706,237,75,198
705,235,75,198
705,235,75,198
703,237,75,198
700,239,75,198
697,238,75,198
694,238,75,198
691,237,75,198
691,237,75,198
687,236,75,198
683,236,75,198
679,237,75,198
677,238,75,198
676,241,75,198
676,241,75,198
675,245,75,198
673,249,75,198
672,253,75,198
671,256,75,198
669,258,75,198
669,258,75,198
666,259,75,198
662,258,75,198
658,257,75,198
653,256,75,198
646,254,75,198
646,254,75,198
639,251,75,198
634,246,75,198
630,240,75,198
626,235,75,198
621,230,75,198
621,230,75,198
617,227,75,198
613,225,75,198
609,223,75,198
604,221,75,198
598,219,75,198
598,219,75,198
593,219,75,198
590,221,75,198
588,224,75,198
588,226,75,198
588,225,75,198
