465,3,269,513
465,3,269,512
470,2,263,513
475,2,255,511
475,2,255,511
477,6,251,508
482,11,240,507
485,15,237,508
487,18,233,508
489,25,229,504
492,28,223,502
498,36,217,498
498,43,217,491
500,47,213,490
503,53,208,484
503,58,208,479
508,61,202,474
510,69,196,466
514,72,193,464
517,77,189,458
517,77,192,458
526,80,181,456
528,86,181,449
533,93,175,442
532,93,180,442
540,96,170,436
542,100,168,436
546,104,169,431
548,108,166,428
551,112,162,424
553,112,162,425
553,112,162,425
557,118,158,418
560,118,155,418
563,118,155,418
563,118,155,418
565,122,153,415
565,122,152,415
571,121,145,416
571,121,145,416
571,120,148,417
571,120,148,417
571,120,148,417
571,120,148,417
573,122,148,410
572,122,148,405
571,122,149,403
573,120,148,400
574,120,148,398
571,120,150,391
571,120,150,389
568,119,150,388
570,119,148,381
568,119,150,376
566,119,152,374
564,119,153,371
562,119,155,370
560,119,157,367
559,119,158,360
557,119,159,362
556,119,157,356
554,119,159,355
553,119,159,352
551,119,162,348
549,119,164,346
549,119,164,345
548,119,165,339
549,119,164,337
546,119,164,337
546,124,164,327
546,124,164,327
546,126,166,319
546,126,166,319
546,126,166,319
546,126,166,318
546,135,166,304
546,135,166,304
546,135,166,304
543,137,171,302
543,137,171,302
542,140,174,297
542,146,177,289
542,146,177,289
541,144,180,293
541,147,180,285
541,147,180,285
543,151,178,280
542,157,179,271
542,157,179,271
542,157,179,271
542,160,179,263
542,160,179,263
542,160,179,263
542,167,179,253
542,167,179,253
542,167,179,253
542,167,179,253
542,168,179,247
542,168,179,247
542,170,179,245
