240,25,110,315
230,25,120,315
230,25,120,315
224,25,120,315
224,25,120,315
224,22,120,309
224,25,120,304
224,25,120,304
223,25,113,304
222,25,115,304
222,25,115,304
224,27,120,298
225,27,121,298
226,27,124,298
225,22,127,298
225,22,127,298
225,22,127,298
222,25,137,293
225,25,137,293
227,25,134,293
227,25,134,293
227,25,134,293
227,25,134,293
225,27,129,287
226,30,123,282
226,30,119,282
228,30,110,282
229,30,104,282
229,30,104,282
238,36,85,282
241,36,77,282
243,36,77,282
233,36,89,282
229,36,96,282
229,33,96,286
229,33,101,286
231,33,103,286
232,33,105,286
232,36,105,281
236,36,105,281
236,36,105,281
241,36,101,281
244,30,99,281
246,30,92,281
246,33,88,275
246,33,88,275
246,33,88,275
244,33,77,275
244,33,77,275
244,33,72,275
239,33,80,275
229,33,92,275
229,33,92,275
218,30,110,271
216,30,117,271
213,33,121,266
214,36,120,261
215,34,122,266
215,34,122,266
219,34,122,266
219,26,122,271
219,26,122,271
224,26,118,271
228,22,115,271
228,22,115,271
229,22,110,271
229,22,109,271
228,23,102,270
228,23,99,270
227,23,93,270
227,23,93,270
226,23,82,270
225,23,84,270
223,23,90,270
218,23,99,270
210,23,111,270
210,23,111,270
203,28,126,270
202,28,129,270
202,28,133,270
202,31,138,265
205,31,138,265
205,31,138,265
212,31,135,265
215,31,135,265
218,34,135,260
218,34,135,260
220,34,135,260
220,34,135,260
220,34,137,260
219,34,140,260
222,34,140,260
224,36,137,256
225,35,137,260
225,27,137,265
227,27,134,265
229,32,130,256
229,32,130,256
230,29,122,260
238,29,108,260
