160,463,70,168
155,463,76,168
153,463,75,169
153,463,71,168
155,463,70,169
159,463,70,168
163,463,69,168
167,462,68,169
168,462,66,168
170,462,71,170
172,463,69,168
175,462,69,171
178,463,70,168
181,462,74,171
182,463,74,168
184,463,71,170
189,461,76,171
193,461,75,170
199,461,75,171
205,459,76,171
205,459,76,171
210,459,76,171
217,459,76,171
221,456,79,171
228,457,80,159
237,458,78,161
237,459,76,160
242,456,80,162
249,456,79,122
258,457,78,122
265,456,78,123
271,457,76,123
271,457,77,121
279,454,76,120
286,455,75,119
288,454,74,123
295,453,75,123
302,452,76,138
301,452,76,138
305,453,76,138
310,454,76,138
317,451,70,137
322,452,70,137
326,450,70,137
325,450,70,137
328,449,70,137
332,449,70,137
334,450,70,167
336,452,68,166
339,454,63,163
339,454,65,162
342,455,64,161
342,458,63,159
342,457,62,158
342,456,67,160
338,452,70,164
338,452,70,163
337,451,70,163
336,443,72,168
334,440,72,168
331,432,64,152
331,430,67,156
331,430,66,155
330,425,71,161
330,420,73,170
326,415,68,172
325,417,62,161
316,418,71,154
315,418,69,157
305,419,73,146
299,422,76,140
290,425,85,139
287,428,90,133
286,430,92,128
285,430,92,128
285,430,92,128
287,433,92,125
290,434,91,124
292,433,94,126
292,432,94,126
291,431,94,126
292,430,93,128
292,429,93,128
292,425,92,133
291,423,92,133
293,419,91,138
292,418,92,140
292,416,92,140
291,415,92,140
291,417,81,146
290,416,82,147
289,417,82,147
288,416,82,147
287,417,81,146
287,417,81,146
287,417,81,146
288,417,81,146
288,417,81,146
289,417,80,143
290,417,76,147
