173,294,121,190
174,294,117,189
173,294,118,191
172,295,118,190
172,294,118,190
171,294,120,190
173,294,118,190
171,295,119,189
171,294,119,190
169,295,120,189
171,294,119,189
173,294,119,189
172,294,119,190
172,294,118,190
173,294,119,191
174,294,118,189
174,292,117,189
176,292,117,190
177,289,118,190
180,287,117,190
183,286,118,191
184,287,118,191
184,287,118,191
184,289,116,190
184,288,116,192
183,288,118,191
183,288,116,192
183,291,115,190
182,290,116,190
182,290,116,191
183,291,116,190
183,292,116,190
181,292,116,190
182,294,114,189
181,294,116,189
176,293,121,190
179,292,125,190
182,290,127,193
186,289,132,192
190,286,135,185
217,287,117,180
229,287,110,186
244,290,98,186
250,291,101,190
255,292,121,193
269,292,109,194
275,289,105,194
283,287,99,181
301,285,91,174
320,286,80,176
330,283,79,179
329,283,92,181
338,282,94,186
343,281,101,186
352,281,107,178
351,277,115,192
387,278,88,161
405,278,77,174
398,277,93,175
412,275,90,182
423,273,86,184
433,273,84,176
440,272,84,163
452,272,74,161
473,272,61,167
481,272,59,166
482,270,65,169
483,266,72,175
481,266,83,172
490,265,79,166
500,264,77,146
514,264,66,133
519,265,62,161
519,266,65,151
522,264,65,160
524,262,66,150
526,259,67,167
528,260,66,152
535,261,56,137
539,263,52,146
541,264,52,146
541,262,49,162
538,261,51,157
538,261,48,157
538,261,49,156
535,263,54,134
528,264,58,131
532,266,55,127
527,265,55,125
525,264,59,157
526,264,56,156
525,263,57,150
526,264,55,146
526,264,54,143
533,265,48,136
534,267,43,120
535,266,39,117
533,263,38,137
531,261,36,136
529,261,35,137
