240,25,110,315
240,25,110,315
240,25,110,315
241,25,110,315
241,25,110,315
242,25,110,315
244,25,110,315
244,25,110,315
244,27,110,315
245,28,110,315
245,28,110,315
251,26,110,315
253,26,110,315
255,27,110,315
256,27,110,315
257,27,110,315
257,27,110,315
263,24,110,315
264,25,110,315
265,25,110,315
266,25,110,315
268,25,110,315
268,25,110,315
272,25,110,315
275,26,110,315
278,26,110,315
280,26,110,315
283,27,110,315
283,27,110,315
288,31,110,315
292,30,110,315
295,30,110,315
297,32,110,315
299,34,110,315
299,34,110,315
306,33,110,315
310,32,110,315
313,32,110,315
316,32,110,315
319,32,110,315
319,32,110,315
326,31,110,315
330,30,110,315
333,30,110,315
336,29,110,315
339,28,110,315
339,28,110,315
344,28,110,315
347,28,110,315
350,28,110,315
239,34,78,272
240,35,78,272
240,35,78,272
244,34,78,272
245,34,78,272
244,33,78,272
243,32,78,272
242,32,78,272
242,32,78,272
240,31,78,272
238,30,78,272
237,30,78,272
237,29,78,272
237,27,78,272
237,27,78,272
236,26,78,272
236,26,78,272
236,25,78,272
237,25,78,272
239,25,78,272
239,25,78,272
240,25,78,272
242,25,78,272
244,24,78,272
246,24,78,272
248,24,78,272
248,24,78,272
250,25,78,272
252,25,78,272
255,26,78,272
257,26,78,272
259,26,78,272
259,26,78,272
264,28,78,272
268,28,78,272
270,28,78,272
272,28,78,272
274,29,78,272
274,29,78,272
282,28,78,272
284,28,78,272
288,29,78,272
291,30,78,272
294,29,78,272
294,29,78,272
302,29,78,272
305,28,78,272
308,27,78,272
313,26,78,272
316,26,78,272
